state,county,date,fips,cases,deaths
texas,wharton,2020-03-27,48481.0,3,0
texas,wichita,2020-03-27,48485.0,15,0
texas,willacy,2020-03-27,48489.0,1,0
texas,williamson,2020-03-27,48491.0,34,0
texas,wilson,2020-03-27,48493.0,1,0
texas,yoakum,2020-03-27,48501.0,1,0
texas,young,2020-03-27,48503.0,1,0
utah,box elder,2020-03-27,49003.0,2,0
utah,cache,2020-03-27,49005.0,5,0
utah,davis,2020-03-27,49011.0,50,1
utah,iron,2020-03-27,49021.0,2,0
utah,morgan,2020-03-27,49029.0,2,0
utah,salt lake,2020-03-27,49035.0,212,0
utah,summit,2020-03-27,49043.0,110,0
utah,tooele,2020-03-27,49045.0,5,0
utah,uintah,2020-03-27,49047.0,1,0
utah,unknown,2020-03-27,,17,0
utah,utah,2020-03-27,49049.0,27,0
utah,wasatch,2020-03-27,49051.0,29,0
utah,washington,2020-03-27,49053.0,6,0
utah,weber,2020-03-27,49057.0,12,0
vermont,addison,2020-03-27,50001.0,13,0
vermont,bennington,2020-03-27,50003.0,13,0
vermont,caledonia,2020-03-27,50005.0,2,0
vermont,chittenden,2020-03-27,50007.0,90,6
vermont,franklin,2020-03-27,50011.0,6,0
vermont,lamoille,2020-03-27,50015.0,6,0
vermont,orange,2020-03-27,50017.0,3,0
vermont,orleans,2020-03-27,50019.0,4,0
vermont,rutland,2020-03-27,50021.0,5,0
vermont,unknown,2020-03-27,,23,5
vermont,washington,2020-03-27,50023.0,9,0
vermont,windham,2020-03-27,50025.0,9,0
vermont,windsor,2020-03-27,50027.0,18,1
virgin islands,unknown,2020-03-27,,19,0
virginia,accomack,2020-03-27,51001.0,2,0
virginia,albemarle,2020-03-27,51003.0,8,0
virginia,alexandria city,2020-03-27,51510.0,18,0
virginia,amelia,2020-03-27,51007.0,1,0
virginia,amherst,2020-03-27,51009.0,1,0
virginia,arlington,2020-03-27,51013.0,63,0
virginia,bedford,2020-03-27,51019.0,2,0
virginia,botetourt,2020-03-27,51023.0,1,0
virginia,bristol city,2020-03-27,51520.0,1,0
virginia,charles city,2020-03-27,51036.0,1,0
virginia,charlottesville city,2020-03-27,51540.0,11,0
virginia,chesapeake city,2020-03-27,51550.0,5,0
virginia,chesterfield,2020-03-27,51041.0,12,0
virginia,culpeper,2020-03-27,51047.0,2,0
virginia,danville city,2020-03-27,51590.0,4,0
virginia,fairfax,2020-03-27,51059.0,124,1
virginia,fairfax city,2020-03-27,51600.0,1,0
virginia,fauquier,2020-03-27,51061.0,4,0
virginia,fluvanna,2020-03-27,51065.0,3,0
virginia,franklin,2020-03-27,51067.0,1,0
virginia,frederick,2020-03-27,51069.0,4,0
virginia,fredericksburg city,2020-03-27,51630.0,1,0
virginia,galax city,2020-03-27,51640.0,1,0
virginia,gloucester,2020-03-27,51073.0,3,0
virginia,goochland,2020-03-27,51075.0,3,0
virginia,greene,2020-03-27,51079.0,1,0
virginia,halifax,2020-03-27,51083.0,1,0
virginia,hampton city,2020-03-27,51650.0,5,0
virginia,hanover,2020-03-27,51085.0,2,0
virginia,harrisonburg city,2020-03-27,51660.0,5,0
virginia,henrico,2020-03-27,51087.0,28,3
virginia,isle of wight,2020-03-27,51093.0,2,0
virginia,james city,2020-03-27,51095.0,55,3
virginia,king george,2020-03-27,51099.0,1,0
virginia,lee,2020-03-27,51105.0,2,0
virginia,loudoun,2020-03-27,51107.0,43,0
virginia,louisa,2020-03-27,51109.0,5,0
virginia,lynchburg city,2020-03-27,51680.0,2,0
virginia,madison,2020-03-27,51113.0,2,0
virginia,manassas city,2020-03-27,51683.0,3,0
virginia,mathews,2020-03-27,51115.0,1,0
virginia,mecklenburg,2020-03-27,51117.0,4,0
virginia,nelson,2020-03-27,51125.0,1,0
virginia,newport news city,2020-03-27,51700.0,12,1
virginia,norfolk city,2020-03-27,51710.0,8,0
virginia,northampton,2020-03-27,51131.0,1,0
virginia,nottoway,2020-03-27,51135.0,1,0
virginia,orange,2020-03-27,51137.0,1,0
virginia,pittsylvania,2020-03-27,51143.0,1,0
virginia,poquoson city,2020-03-27,51735.0,1,0
virginia,portsmouth city,2020-03-27,51740.0,3,0
virginia,prince edward,2020-03-27,51147.0,2,0
virginia,prince george,2020-03-27,51149.0,2,0
virginia,prince william,2020-03-27,51153.0,44,0
virginia,radford city,2020-03-27,51750.0,1,0
virginia,richmond city,2020-03-27,51760.0,17,0
virginia,roanoke,2020-03-27,51161.0,1,0
virginia,roanoke city,2020-03-27,51770.0,1,0
virginia,rockbridge,2020-03-27,51163.0,1,0
virginia,rockingham,2020-03-27,51165.0,4,0
virginia,shenandoah,2020-03-27,51171.0,3,0
virginia,southampton,2020-03-27,51175.0,1,0
virginia,spotsylvania,2020-03-27,51177.0,3,0
virginia,stafford,2020-03-27,51179.0,11,0
virginia,suffolk city,2020-03-27,51800.0,1,0
virginia,virginia beach city,2020-03-27,51810.0,29,0
virginia,warren,2020-03-27,51187.0,2,0
virginia,washington,2020-03-27,51191.0,1,0
virginia,williamsburg city,2020-03-27,51830.0,5,1
virginia,york,2020-03-27,51199.0,9,0
washington,adams,2020-03-27,53001.0,5,0
washington,benton,2020-03-27,53005.0,42,5
washington,chelan,2020-03-27,53007.0,14,2
washington,clallam,2020-03-27,53009.0,5,0
washington,clark,2020-03-27,53011.0,76,6
washington,columbia,2020-03-27,53013.0,1,0
washington,cowlitz,2020-03-27,53015.0,7,0
washington,douglas,2020-03-27,53017.0,5,0
washington,ferry,2020-03-27,53019.0,1,0
washington,franklin,2020-03-27,53021.0,12,0
washington,grant,2020-03-27,53025.0,42,1
washington,grays harbor,2020-03-27,53027.0,1,0
washington,island,2020-03-27,53029.0,79,1
washington,jefferson,2020-03-27,53031.0,11,0
washington,king,2020-03-27,53033.0,1830,127
washington,kitsap,2020-03-27,53035.0,42,1
washington,kittitas,2020-03-27,53037.0,18,0
washington,klickitat,2020-03-27,53039.0,7,0
washington,lewis,2020-03-27,53041.0,7,0
washington,lincoln,2020-03-27,53043.0,1,0
washington,mason,2020-03-27,53045.0,2,0
washington,okanogan,2020-03-27,53047.0,2,0
washington,pierce,2020-03-27,53053.0,231,5
washington,san juan,2020-03-27,53055.0,3,0
washington,skagit,2020-03-27,53057.0,91,1
washington,skamania,2020-03-27,53059.0,1,0
washington,snohomish,2020-03-27,53061.0,913,23
washington,spokane,2020-03-27,53063.0,86,1
washington,stevens,2020-03-27,53065.0,3,0
washington,thurston,2020-03-27,53067.0,27,0
washington,walla walla,2020-03-27,53071.0,3,0
washington,whatcom,2020-03-27,53073.0,92,4
washington,whitman,2020-03-27,53075.0,5,0
washington,yakima,2020-03-27,53077.0,72,2
west virginia,berkeley,2020-03-27,54003.0,9,0
west virginia,greenbrier,2020-03-27,54025.0,1,0
west virginia,hancock,2020-03-27,54029.0,1,0
west virginia,harrison,2020-03-27,54033.0,4,0
west virginia,jackson,2020-03-27,54035.0,6,0
west virginia,jefferson,2020-03-27,54037.0,4,0
west virginia,kanawha,2020-03-27,54039.0,17,0
west virginia,logan,2020-03-27,54045.0,1,0
west virginia,marion,2020-03-27,54049.0,3,0
west virginia,marshall,2020-03-27,54051.0,3,0
west virginia,mason,2020-03-27,54053.0,3,0
west virginia,mercer,2020-03-27,54055.0,2,0
west virginia,monongalia,2020-03-27,54061.0,24,0
west virginia,ohio,2020-03-27,54069.0,6,0
west virginia,pleasants,2020-03-27,54073.0,1,0
west virginia,preston,2020-03-27,54077.0,2,0
west virginia,putnam,2020-03-27,54079.0,3,0
west virginia,raleigh,2020-03-27,54081.0,3,0
west virginia,tucker,2020-03-27,54093.0,2,0
west virginia,upshur,2020-03-27,54097.0,1,0
west virginia,wood,2020-03-27,54107.0,2,0
wisconsin,bayfield,2020-03-27,55007.0,2,0
wisconsin,brown,2020-03-27,55009.0,5,0
wisconsin,calumet,2020-03-27,55015.0,1,0
wisconsin,chippewa,2020-03-27,55017.0,3,0
wisconsin,clark,2020-03-27,55019.0,3,0
wisconsin,columbia,2020-03-27,55021.0,7,0
wisconsin,dane,2020-03-27,55025.0,158,1
wisconsin,dodge,2020-03-27,55027.0,6,0
wisconsin,douglas,2020-03-27,55031.0,5,0
wisconsin,dunn,2020-03-27,55033.0,2,0
wisconsin,eau claire,2020-03-27,55035.0,8,0
wisconsin,fond du lac,2020-03-27,55039.0,19,1
wisconsin,grant,2020-03-27,55043.0,1,0
wisconsin,green,2020-03-27,55045.0,3,0
wisconsin,iowa,2020-03-27,55049.0,3,0
wisconsin,iron,2020-03-27,55051.0,1,1
wisconsin,jefferson,2020-03-27,55055.0,6,0
wisconsin,juneau,2020-03-27,55057.0,2,0
wisconsin,kenosha,2020-03-27,55059.0,24,0
wisconsin,la crosse,2020-03-27,55063.0,15,0
wisconsin,marathon,2020-03-27,55073.0,1,0
wisconsin,marinette,2020-03-27,55075.0,1,0
wisconsin,milwaukee,2020-03-27,55079.0,468,9
wisconsin,monroe,2020-03-27,55081.0,1,0
wisconsin,outagamie,2020-03-27,55087.0,4,0
wisconsin,ozaukee,2020-03-27,55089.0,30,3
wisconsin,pierce,2020-03-27,55093.0,4,0
wisconsin,portage,2020-03-27,55097.0,1,0
wisconsin,racine,2020-03-27,55101.0,9,0
wisconsin,richland,2020-03-27,55103.0,2,0
wisconsin,rock,2020-03-27,55105.0,12,0
wisconsin,sauk,2020-03-27,55111.0,8,1
wisconsin,sheboygan,2020-03-27,55117.0,7,0
wisconsin,st. croix,2020-03-27,55109.0,4,0
wisconsin,vilas,2020-03-27,55125.0,2,0
wisconsin,walworth,2020-03-27,55127.0,5,0
wisconsin,washington,2020-03-27,55131.0,27,0
wisconsin,waukesha,2020-03-27,55133.0,61,0
wisconsin,waupaca,2020-03-27,55135.0,1,0
wisconsin,winnebago,2020-03-27,55139.0,6,0
wisconsin,wood,2020-03-27,55141.0,2,0
wyoming,albany,2020-03-27,56001.0,1,0
wyoming,campbell,2020-03-27,56005.0,1,0
wyoming,carbon,2020-03-27,56007.0,3,0
wyoming,fremont,2020-03-27,56013.0,17,0
wyoming,goshen,2020-03-27,56015.0,1,0
wyoming,hot springs,2020-03-27,56017.0,1,0
wyoming,johnson,2020-03-27,56019.0,4,0
wyoming,laramie,2020-03-27,56021.0,18,0
wyoming,natrona,2020-03-27,56025.0,8,0
wyoming,park,2020-03-27,56029.0,1,0
wyoming,sheridan,2020-03-27,56033.0,5,0
wyoming,sweetwater,2020-03-27,56037.0,1,0
wyoming,teton,2020-03-27,56039.0,12,0
wyoming,washakie,2020-03-27,56043.0,1,0
